@relation TWS-3D-v3.3.2-grayscale

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {'class 1','class 2'}

@data
122,133.199997,57.700001,130,170.5,127.804878,344.912445,131.685425,228.531723,'class 2'
137,120.400002,151.300003,121.769234,343.525635,125.219513,343.976013,132.106537,232.6828,'class 2'
106,108.599998,320.799988,110.769234,236.358978,125.024391,372.728912,132.508545,234.024826,'class 2'
88,99.400002,243.800003,107.46154,404.435883,125.544716,413.364777,132.794968,233.028351,'class 2'
124,118.199997,437.200012,118.53846,451.60257,128.203247,475.523926,132.810043,235.471924,'class 2'
146,138.399994,144.800003,136.461533,429.269226,132.113815,481.757416,132.649246,232.968399,'class 2'
130,147,110,146.769226,116.025642,136.57724,377.459137,132.787933,227.549545,'class 2'
157,149.600006,137.300003,147.538467,151.769226,141.406509,169.86618,132.874374,218.276962,'class 2'
159,145.199997,301.700012,142.307693,223.39743,141.821136,146.771027,132.97287,213.698456,'class 2'
120,134.399994,357.799988,139.461533,184.269226,138.308945,172.477539,133.320602,209.847809,'class 2'
115,130.800003,155.699997,135,202.5,136.056915,167.922958,134.246231,186.606308,'class 2'
90,89,54.5,80.846153,109.474358,73.471542,92.513527,66.532661,125.299484,'class 2'
83,76.800003,112.699997,76.46154,180.935898,70.934959,93.569504,66.168846,127.436249,'class 2'
70,70.199997,132.199997,74.307693,119.897438,70.731705,90.853661,67.02211,115.862686,'class 2'
56,65.599998,38.299999,67.846153,62.307693,69.308945,81.231644,67.11055,123.655777,'class 2'
71,64.800003,61.700001,68.153847,67.974358,68.829269,75.388641,67.307541,132.877151,'class 2'
58,71,117,69.384613,92.92308,68.926826,69.117554,67.594978,141.355911,'class 2'
86,73,160,74.07692,87.743591,70.097565,85.154335,67.924622,147.3414,'class 2'
75,81.800003,22.700001,78.07692,97.07692,71.243904,110.612152,68.340706,151.774139,'class 2'
86,81,43.5,79.615387,70.089745,72.528458,129.710251,69.11055,152.677902,'class 2'
81,83.199997,4.7,78.384613,120.756409,73.382111,158.926559,70.056282,157.453568,'class 2'
85,74.400002,74.800003,76.846153,100.641029,74.056908,152.332794,71.186935,161.624985,'class 2'
74,76.800003,105.699997,72.384613,177.589737,74.89431,145.783813,72.45327,161.980453,'class 2'
75,72.199997,247.199997,76.230766,172.025635,74.772354,127.587097,73.731659,159.083862,'class 2'
72,75,54.5,74.92308,129.243591,75.325203,119.614685,74.909546,155.770477,'class 2'
65,74.800003,130.699997,78.07692,97.410255,77.512192,107.760094,76.300499,144.991089,'class 2'
65,70,41.5,74.230766,88.525642,78.040649,105.924561,77.459297,140.003113,'class 2'
66,71.199997,41.200001,75.615387,67.256409,79.243904,101.0056,78.511559,137.682709,'class 2'
73,79,116.5,80,128.666672,80.479675,88.054909,79.30854,130.626038,'class 2'
95,88.599998,155.300003,83.846153,100.141029,81.747971,86.698257,79.972862,126.251778,'class 2'
106,90.800003,123.699997,86.769234,87.192307,83.31707,89.792084,80.449249,120.227554,'class 2'
82,89.800003,132.199997,87.230766,87.692307,84.504066,91.366783,80.863319,114.013489,'class 2'
98,87,68,86.92308,97.07692,85.203255,92.228844,81.258293,106.145493,'class 2'
84,88.800003,101.699997,83.692307,93.564102,84.959351,92.990135,81.538696,101.059616,'class 2'
83,79.599998,16.299999,87.769234,106.358971,84.31707,90.316673,81.924622,94.212624,'class 2'
76,84.599998,61.299999,81.92308,40.576923,82.772354,84.603493,82.239197,93.105705,'class 2'
81,79.400002,35.299999,81.307693,73.064102,82.260162,72.76783,82.67337,95.32077,'class 2'
86,82.800003,83.699997,78.53846,59.935898,81.447151,68.642677,83.256279,97.613327,'class 2'
80,78.599998,58.799999,80.53846,62.76923,81.349594,52.606289,83.800003,98.437828,'class 2'
66,79.400002,73.800003,82.615387,78.256409,81.300812,51.523525,84.478394,100.929863,'class 2'
81,80.599998,182.300003,82.92308,98.410255,82.934959,61.848194,85.384926,104.898964,'class 2'
81,85.400002,77.300003,82.615387,97.589745,85.073174,70.724113,86.460304,107.242638,'class 2'
87,82,24.5,85.692307,60.397434,87,71.426231,87.725632,108.680176,'class 2'
84,88.199997,45.200001,84.230766,50.692307,86.195122,71.256699,87.939697,114.91185,'class 2'
86,84.199997,7.2,89.07692,56.410255,88.569107,71.312805,89.449249,117.020309,'class 2'
87,94,56.5,91.307693,52.397434,90.365852,73.463417,91.188942,115.9039,'class 2'
94,94.199997,26.200001,95.153847,32.974358,92.398376,68.471146,92.561806,116.268562,'class 2'
98,96.400002,23.299999,93.153847,41.807693,93.674797,62.270424,93.812057,117.454582,'class 2'
97,92.800003,37.200001,96.46154,41.435898,94.991867,61.303211,95.037186,119.9795,'class 2'
83,97.599998,84.800003,96.769234,38.525642,96.398376,61.028522,96.370857,130.619873,'class 2'
106,94.199997,66.699997,95.384613,87.42308,97.056908,68.086899,97.618088,143.550171,'class 2'
95,95,133.5,96.46154,85.269234,97.845528,81.705452,99.189949,168.749603,'class 2'
79,95.599998,129.800003,97.692307,103.564102,97.065041,96.028519,99.607033,171.411819,'class 2'
101,92,136.5,94.53846,92.435898,96.674797,117.778625,101.256279,189.641495,'class 2'
92,94,76.5,91.46154,144.10257,98.463417,171.906433,102.703514,208.190689,'class 2'
91,89.199997,194.699997,94.384613,233.589737,101.268295,235.689728,103.340706,216.850601,'class 2'
88,96.400002,107.300003,97.615387,276.923065,104.699188,309.703857,104.043213,226.204361,'class 2'
110,108.599998,195.800003,110.53846,294.435883,108.943092,313.398376,104.619095,241.077103,'class 2'
127,123.199997,97.699997,120.230766,219.358978,112.926826,269.166748,105.160805,253.275925,'class 2'
137,132.800003,70.199997,128.384613,99.756409,114.227646,213.570709,105.755775,262.673706,'class 2'
121,129.800003,110.699997,125.53846,148.10257,115.227646,191.816605,106.33065,272.380493,'class 2'
139,119.599998,190.800003,116.384613,238.92308,114.650406,205.573502,106.920601,275.626495,'class 2'
75,77.800003,89.699997,75.769234,101.525642,74,142.950821,68.679398,201.399124,'class 2'
94,80.599998,88.300003,79.07692,47.576923,75.829269,97.208313,69.886429,180.370392,'class 2'
74,81.400002,62.799999,80.153847,69.474358,76.056908,92.595093,70.837189,163.834625,'class 2'
77,78.199997,79.199997,77.46154,100.102562,75.601624,105.241638,71.387939,152.11293,'class 2'
80,74.599998,19.799999,72.769234,63.358974,74.430893,110.493134,71.523621,147.287918,'class 2'
70,70,46.5,72.46154,41.435898,73.154472,117.049713,71.473366,144.376297,'class 2'
68,71,26,71.384613,78.256409,71.691055,99.362785,71.343719,146.26001,'class 2'
69,69.800003,6.2,70.692307,26.23077,71.487808,114.2519,71.454269,152.431259,'class 2'
74,71.800003,33.700001,68.46154,41.102566,70.674797,111.499931,71.538696,154.930847,'class 2'
68,67.800003,40.200001,73.307693,171.064102,70.292686,107.45462,71.777893,157.178986,'class 2'
63,75,310.5,74.769234,160.692307,71.056908,108.463951,72.324623,158.169159,'class 2'
83,77.400002,98.800003,74.92308,156.910263,73.365852,130.381454,72.866333,156.236649,'class 2'
73,73.599998,134.800003,71.692307,136.730774,71.756096,143.300674,71.227135,156.541916,'class 2'
87,77.599998,110.800003,75.92308,138.410263,73.975609,151.286285,71.774872,152.858719,'class 2'
87,84.400002,132.800003,81.230766,128.858978,76.113823,132.232834,72.344727,142.819672,'class 2'
101,90.199997,129.199997,86.153847,118.141029,78.512192,108.907639,72.617088,131.892471,'class 2'
83,91.800003,81.699997,87.769234,85.525642,80.146339,87.125946,72.594978,127.605408,'class 2'
82,89.800003,55.200001,85.615387,101.42308,78.487808,105.153542,71.506531,126.368919,'class 2'
87,80.199997,40.700001,83,80.166664,77.024391,124.499397,70.709549,129.087585,'class 2'
85,79,50,76.846153,41.307693,75.073174,130.674927,69.848244,132.46286,'class 2'
79,77.599998,49.799999,74.384613,140.92308,72.674797,132.106491,69.667336,126.580368,'class 2'
68,67.400002,96.300003,70,103.666664,69.813011,129.071304,68.73568,132.685593,'class 2'
67,63.599998,44.299999,62.307693,78.730766,67.406502,108.898972,67.4804,133.418884,'class 2'
64,59,54.5,62.23077,54.858974,64.983742,89.786621,66.058289,133.996597,'class 2'
49,59,35.5,61.23077,41.692307,62.463413,77.381844,64.795982,125.933182,'class 2'
59,57,32.5,60.692307,46.73077,62.390244,54.895641,65.271355,117.01281,'class 2'
64,62,26.5,62.307693,60.73077,61.552845,50.347595,64.234169,107.887764,'class 2'
57,65.800003,78.199997,63.46154,64.602562,61.788616,58.05331,63.219097,99.774887,'class 2'
58,62.400002,52.799999,62.692307,73.730766,62.422764,61.55751,62.576885,98.198059,'class 2'
57,58.599998,30.299999,63.307693,69.897438,62.715446,72.87738,61.944725,92.138794,'class 2'
61,67.199997,79.199997,66,75.666664,64.699188,51.834999,62.854271,89.647758,'class 2'
66,67.800003,44.700001,69,38.166668,65,52.344261,62.799999,87.260765,'class 2'
67,68.199997,3.2,68.692307,21.73077,65.569107,50.85379,62.80201,88.034203,'class 2'
70,69.800003,8.7,67.92308,32.410255,66.235771,52.361988,63.157787,86.788963,'class 2'
67,65.800003,45.200001,68.230766,52.358974,66.292686,48.634945,63.536682,87.427979,'class 2'
58,64.199997,25.700001,67.92308,49.076923,65.934959,49.602291,64.361809,79.605385,'class 2'
64,65.400002,91.800003,65.769234,60.192307,65.853661,49.79808,64.582916,80.309769,'class 2'
82,68.599998,71.800003,64.53846,44.602566,65.430893,51.001331,64.847237,84.86396,'class 2'
72,67.800003,83.699997,64,56.5,64.382111,51.238037,64.958794,76.862488,'class 2'
68,60.200001,36.700001,61.076923,41.410255,63.178864,55.771027,64.74472,88.526321,'class 2'
52,57,53.5,59.53846,31.435898,63.260162,64.898972,64.65226,97.830666,'class 2'
49,55.599998,32.299999,59.692307,47.73077,63.682926,65.628151,65.163818,115.660255,'class 2'
61,57.400002,53.299999,61.076923,63.576923,64.121948,74.944023,65.665329,129.454285,'class 2'
64,58.200001,38.200001,61.307693,25.064102,62.07317,73.60936,64.959801,146.384705,'class 2'
59,63.400002,12.3,62.53846,49.26923,63.804878,91.355057,65.648239,157.087402,'class 2'
61,63.599998,35.299999,63.76923,55.025642,65.560974,138.772888,66.211052,162.066071,'class 2'
74,68.400002,70.300003,69.615387,96.256409,68.951218,191.751694,66.450249,164.716583,'class 2'
79,73.199997,125.699997,72.384613,210.92308,69.886177,216.282013,64.952766,165.703003,'class 2'
88,83.199997,204.199997,76.53846,137.10257,72.577232,211.950958,64.768845,164.94249,'class 2'
105,84.599998,167.300003,82.230766,111.692307,75.016258,151.130875,64.275375,166.51564,'class 2'
78,90,130.5,84.53846,97.602562,74.146339,156.63414,63.557789,172.051743,'class 2'
84,81.199997,64.699997,83.53846,108.769234,72.195122,171.141937,62.741707,174.946304,'class 2'
85,81.199997,19.700001,75.46154,97.435898,68.626015,199.236038,61.84623,175.031662,'class 2'
75,73.800003,214.699997,71.07692,220.07692,65.382111,202.926559,61.34774,169.500687,'class 2'
54,61.200001,102.199997,62.076923,193.410263,62.528454,182.644669,60.895477,164.262711,'class 2'
50,53,9.5,54,23.666666,57,124.295082,59.592964,147.026306,'class 2'
50,50.400002,15.3,52.307693,22.064102,54.813007,84.284416,59.282413,137.693802,'class 2'
51,50.200001,26.200001,50.153847,24.307692,53.756096,63.694122,59.067337,128.270111,'class 2'
42,47.799999,39.700001,51.846153,68.807693,54.593494,72.76783,58.841206,120.097496,'class 2'
53,55,126.5,56.46154,153.769226,56.178864,96.246437,58.916584,114.11879,'class 2'
60,62.599998,44.299999,63.076923,124.07692,58.902439,94.941223,58.830151,109.479172,'class 2'
61,69,121.5,66.07692,79.57692,61.390244,94.764496,59.765831,116.515533,'class 2'
76,69.199997,29.700001,67.307693,53.897434,63.276424,87.381981,61.111557,128.415115,'class 2'
71,62.599998,67.300003,63.307693,69.230766,64.219513,80.04158,63.936684,138.389343,'class 2'
52,60,92.5,59.615383,57.256409,65.186989,79.038521,65.23819,134.262115,'class 2'
53,55.200001,19.700001,59.153847,55.974358,64.186989,81.792618,64.530655,139.015915,'class 2'
54,53.599998,6.3,57.615383,42.589745,65.731705,106.837265,65.384926,132.319489,'class 2'
57,62.200001,40.700001,63.53846,74.935898,68.195122,115.715714,65.851257,128.108643,'class 2'
69,68.800003,46.200001,70,72.666664,69.837395,110.153671,65.903519,128.554062,'class 2'
72,76.199997,47.700001,73.153847,76.974358,71.065041,95.815407,65.454269,131.771301,'class 2'
73,76.599998,53.299999,74.46154,45.26923,68.926826,110.92083,64.417084,128.046188,'class 2'
73,69.599998,49.299999,69.07692,39.410255,65.601624,139.094101,62.876381,126.221123,'class 2'
67,68,28.5,62.76923,100.692307,61.455284,141.741837,62.089447,122.799835,'class 2'
64,56,83.5,56.846153,104.807693,57.617886,109.418365,61.532661,118.019806,'class 2'
54,51,8,52.615383,69.089745,55.512196,79.465012,60.293468,111.247795,'class 2'
50,49.400002,11.8,51.53846,27.102564,54.284554,59.385578,59.511559,103.465408,'class 2'
51,54.799999,32.700001,53,29,54.382114,56.172462,58.878391,94.581779,'class 2'
51,53.400002,14.3,55.692307,21.73077,55.658535,59.915234,58.406029,86.040207,'class 2'
60,57.400002,21.299999,56.46154,26.26923,57.560974,62.805679,58.364822,86.747047,'class 2'
54,58.599998,15.3,60,55,59.902439,55.69532,58.265327,85.551262,'class 2'
61,62.799999,107.699997,63.53846,51.102566,61.357723,59.133282,58.275375,89.984451,'class 2'
65,67.400002,39.299999,63.846153,41.974358,61.471546,50.644676,57.982914,93.334717,'class 2'
59,60.599998,18.299999,62,60.833332,61.414635,57.670933,57.580906,97.0606,'class 2'
62,56.799999,29.700001,57.615383,29.089743,61.186993,58.75983,57.170853,101.049248,'class 2'
52,56.400002,43.299999,57.692307,34.73077,60.024391,63.302677,56.641205,101.751419,'class 2'
60,55.799999,15.2,56.46154,28.935898,57.357723,64.95295,56.065327,104.463531,'class 2'
54,57.799999,35.200001,55.153847,30.307692,54.813007,64.727043,55.302513,102.420464,'class 2'
56,55,1,54.846153,31.97436,52.658535,61.702118,54.734673,102.058304,'class 2'
54,54,13.5,52.153847,28.141026,51.691055,54.870983,54.155781,98.155792,'class 2'
50,48.200001,42.200001,48.384617,39.256409,51.455284,50.676262,53.402012,91.614883,'class 2'
50,47,17,47.307693,29.064102,51.373985,52.793415,53.050251,83.987411,'class 2'
40,42.799999,29.700001,46.384617,25.089743,49.918697,56.517925,52.774876,85.005608,'class 2'
47,47.599998,28.299999,47.53846,36.102566,50.569107,66.181664,52.775879,83.15596,'class 2'
55,51.200001,28.700001,50.23077,42.525642,51.414635,71.277489,53.055275,82.412437,'class 2'
56,53.200001,7.7,51.076923,47.410255,51.796749,72.999336,53.407036,83.654076,'class 2'
52,52.200001,42.200001,52.307693,23.23077,51.918697,65.86219,53.935677,86.207123,'class 2'
46,49.799999,20.200001,50.692307,48.564102,52.520325,55.80901,54.58794,89.494019,'class 2'
50,49.799999,44.200001,49.307693,26.23077,53.666668,47.043716,55.869347,84.28875,'class 2'
46,50.799999,14.7,53.76923,35.692307,54.227642,57.685459,56.339699,78.741631,'class 2'
53,56,43.5,54.53846,53.76923,55.235771,54.607891,56.582916,81.189041,'class 2'
62,56.200001,12.2,55.846153,21.141026,55.934959,53.487537,56.99799,76.720322,'class 2'
54,57.200001,26.700001,56.923077,16.410257,57.024391,47.220711,57.328644,72.313416,'class 2'
63,57.599998,24.799999,57.384617,37.256409,58.024391,44.040382,57.502514,66.793503,'class 2'
59,58.400002,20.799999,57.923077,39.410255,58.349594,39.786617,57.764824,65.685081,'class 2'
62,57.799999,18.700001,58.307693,22.064102,59.747967,42.845795,58.753769,68.246147,'class 2'
61,59.400002,4.3,58.23077,13.525641,59.577236,46.868984,59.32362,72.19899,'class 2'
59,58.200001,7.7,59.923077,52.743591,59.634148,51.594563,59.891457,82.503296,'class 2'
57,63.200001,55.700001,60.153847,29.47436,60.056911,60.562309,60.724625,92.433144,'class 2'
58,58.799999,2.2,61.23077,41.358974,61.089432,73.68866,61.686432,106.601776,'class 2'
59,57.799999,41.700001,59.46154,23.102564,62.325203,93.024521,62.894474,118.712196,'class 2'
66,67.800003,152.699997,66.53846,102.602562,67.073174,108.92083,65.158791,142.992874,'class 2'
75,70.400002,77.300003,70.92308,132.743591,69.260162,111.68586,66.649246,156.694748,'class 2'
78,80.199997,33.200001,76.07692,87.910255,72.186989,108.825401,68.196983,169.311264,'class 2'
80,78.599998,17.299999,78.307693,30.397436,74.512192,94.546982,69.940704,176.719818,'class 2'
85,78.599998,29.799999,77.384613,26.256411,76.073174,89.756897,71.810051,173.636917,'class 2'
72,75.599998,33.299999,77.153847,56.474358,76.861786,78.546318,73.559799,178.514282,'class 2'
75,81.199997,63.700001,80.615387,66.42308,79.959351,59.514729,75.357788,177.696808,'class 2'
85,80.400002,92.800003,79.384613,92.089745,80.536583,73.627747,77.209045,175.368729,'class 2'
95,84.400002,116.800003,81.153847,60.141026,80,102.52459,78.822113,174.689651,'class 2'
81,85.400002,32.799999,84.92308,111.57692,80.170731,119.060776,79.908546,179.217987,'class 2'
81,81.599998,123.800003,83.846153,136.474365,80.544716,122.577904,80.424118,176.81189,'class 2'
75,78.800003,85.199997,80.153847,107.474358,82.365852,140.33226,80.772865,180.479538,'class 2'
89,81.800003,117.199997,84.692307,112.230766,84.178864,150.426758,81.186935,191.132019,'class 2'
97,93.199997,40.200001,88.692307,98.230766,85.276421,148.775421,81.520599,207.056671,'class 2'
101,95.400002,58.299999,94.230766,43.858974,85.796745,141.556717,81.907539,224.506531,'class 2'
87,94.199997,75.199997,94.846153,127.474358,85.731705,139.37825,82.975876,223.164413,'class 2'
33,28.6,22.299999,28.923077,11.243589,29.788618,16.332001,31.797991,28.915892,'class 2'
29,29.4,4.8,29.461538,13.769231,30.065041,18.618687,32.013065,29.206066,'class 2'
27,31.200001,12.2,30.307692,8.564102,30.650406,20.983339,32.17186,29.37788,'class 2'
33,29.799999,13.2,31.23077,20.858974,30.98374,22.868586,32.21608,27.891893,'class 2'
33,34.799999,4.7,32.615383,17.923077,31,23.967213,32.23819,28.28023,'class 2'
38,35,16.5,34,19.833334,31.495935,25.366787,32.36985,28.474745,'class 2'
39,34,21.5,31.615385,20.423077,31.650406,26.868586,32.569851,28.883194,'class 2'
28,31,37.5,33.076923,25.243589,32.089432,21.098494,32.864323,29.405113,'class 2'
25,31.6,42.299999,33,30.5,32.89431,22.996935,33.168842,29.888968,'class 2'
33,31,40,31.538462,26.102564,33.308945,26.03492,33.330654,29.096796,'class 2'
41,33,27.5,31.153847,22.307692,33.92683,24.871651,33.616081,29.244812,'class 2'
30,32,14.5,32.76923,17.358974,34.707317,23.651339,33.904522,28.975784,'class 2'
32,32.799999,6.7,34.46154,12.935898,35.317074,21.529789,34.081406,28.678476,'class 2'
33,35.799999,10.7,34.615383,16.423077,35.634148,22.151939,34.06834,28.592911,'class 2'
40,36.200001,14.2,35.307693,9.564102,35.804878,22.27309,34.189949,28.958853,'class 2'
36,35.200001,13.7,35.923077,17.410257,35.308945,23.346395,34.067337,28.10512,'class 2'
32,36.599998,18.799999,35.23077,15.525641,35.146343,23.22431,34.041206,28.870533,'class 2'
33,33.400002,4.3,35.692307,26.064102,34.723576,25.775423,34.041206,30.309166,'class 2'
31,33.599998,22.799999,33.076923,12.743589,33.902439,27.072371,33.816082,30.522478,'class 2'
31,33,10.5,34.846153,28.641026,33.430893,29.148874,33.668343,31.674601,'class 2'
37,34.200001,10.7,31.23077,18.192308,32.813007,28.792616,33.39196,31.970961,'class 2'
34,30.6,25.799999,31.76923,18.02564,32.203251,29.704252,33.247234,31.914667,'class 2'
28,32,20.5,31.153847,20.807692,31.569105,27.034121,32.752766,30.594748,'class 2'
27,29.4,24.299999,31.692308,22.397436,31.552845,28.577103,32.73769,31.497522,'class 2'
31,31.6,8.8,31,18.666666,31.056911,28.824604,32.428143,30.226974,'class 2'
32,33,8.5,32.53846,16.935898,30.96748,28.671064,32.39397,30.442217,'class 2'
35,31.200001,21.700001,31.153847,18.641026,31.138212,29.136478,32.404018,31.291332,'class 2'
28,29,22,31.076923,20.076923,31.162601,29.481541,32.200001,29.906639,'class 2'
22,29,25,30.307692,16.064102,31.325203,25.48354,32.330654,30.702429,'class 2'
29,28.6,16.299999,31.923077,21.576923,31.747967,27.829401,32.271358,30.344803,'class 2'
32,31.4,2.3,32.23077,12.692307,32.723576,30.168865,32.604019,30.694149,'class 2'
36,32.200001,12.7,33.76923,20.02564,34.121952,31.452219,32.889446,31.679918,'class 2'
35,35.599998,15.3,33.076923,18.410257,34.796749,28.474743,33.266331,31.392778,'class 2'
36,34,16,35.23077,21.02564,35.430893,27.706251,33.327637,32.411659,'class 2'
37,37.799999,3.7,34.615383,20.423077,35.601627,26.897375,33.736683,32.240456,'class 2'
38,36.799999,3.2,37.615383,8.589744,35.991871,25.352392,33.744724,33.566559,'class 2'
35,36.599998,11.3,38.153847,29.141026,36.048782,25.751699,33.555779,35.182751,'class 2'
32,40.599998,59.299999,38.615383,33.589745,36.365852,25.610956,34.275375,35.364735,'class 2'
50,36.400002,66.300003,36.76923,38.358974,35.739838,26.718645,34.027134,38.402683,'class 2'
34,41.799999,43.200001,39.384617,35.256409,36.227642,27.341196,34.770855,41.613434,'class 2'
42,40.599998,2.8,38.076923,34.243591,35.528454,29.988937,35.280403,48.324715,'class 2'
41,36,33.5,35.307693,27.23077,34.252033,32.091698,34.87035,51.034481,'class 2'
33,35.400002,33.299999,36,45.166668,35.813007,31.579502,35.71357,53.721699,'class 2'
32,30.6,8.3,33,27.166666,34.276424,30.90657,35.232162,56.999367,'class 2'
27,31.799999,14.7,33.76923,32.692307,35.723576,35.119686,36.291458,58.816376,'class 2'
36,32,15,32.923077,16.743589,34.520325,36.153271,35.801006,62.445271,'class 2'
35,33.400002,19.299999,32.46154,18.102564,33.373985,36.498333,35.183918,65.025497,'class 2'
37,35.400002,16.299999,34.846153,22.307692,35.544716,43.430363,36.308544,65.716576,'class 2'
40,35.200001,22.700001,34.153847,30.47436,34.569107,42.706249,36.075378,67.57077,'class 2'
38,39,19,38.76923,33.358974,36.959351,44.481941,37.266331,66.897812,'class 2'
46,44.200001,17.200001,42,29,40.154472,50.836597,38.508541,65.519798,'class 2'
48,45.400002,35.799999,41.692307,43.564102,38.975609,43.925629,38.296482,67.138367,'class 2'
48,41.799999,33.200001,41.846153,48.641026,38.837399,46.711048,38.167839,67.944641,'class 2'
39,46.400002,18.299999,43.692307,34.73077,41.089432,33.131279,39.269348,64.49881,'class 2'
42,45,18.5,41.615383,32.256409,42.723576,32.562309,40.17387,58.041168,'class 2'
