@relation TWS-3D-v3.3.2-grayscale

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {'class 1','class 2'}

@data
4,2.6,0.8,2.461539,0.602564,2.455285,0.643476,2.571859,0.852728,'class 1'
2,2.8,1.2,2.461539,0.602564,2.365854,0.479808,2.521608,0.78902,'class 1'
2,2.2,0.2,2.461539,0.769231,2.325203,0.450753,2.471357,0.712207,'class 1'
2,2.4,0.3,2.461539,0.602564,2.414634,0.572571,2.515578,0.742966,'class 1'
3,2.6,0.3,2.384615,0.25641,2.365854,0.545382,2.471357,0.714219,'class 1'
3,2.6,0.3,2.307692,0.397436,2.349593,0.50793,2.431156,0.643898,'class 1'
3,2.8,0.2,2.846154,1.474359,2.365854,0.463415,2.484422,0.694677,'class 1'
3,2.6,1.3,2.461539,0.602564,2.357723,0.461149,2.459296,0.681189,'class 1'
4,2.8,0.7,2.384615,0.75641,2.292683,0.405438,2.439196,0.693231,'class 1'
3,2.4,0.3,2.307692,0.564103,2.439024,0.641743,2.516583,0.781163,'class 1'
2,2.2,0.2,2.153846,0.141026,2.390244,0.534986,2.494472,0.759275,'class 1'
2,2.2,0.2,2.461539,0.769231,2.471545,0.611889,2.550754,0.805017,'class 1'
2,2.4,0.3,2.307692,0.230769,2.390244,0.436625,2.528643,0.758485,'class 1'
3,2.2,0.2,2.307692,0.230769,2.341463,0.407037,2.491457,0.710943,'class 1'
2,2.6,0.3,2.461539,0.269231,2.512195,0.661735,2.564824,0.767172,'class 1'
3,2.4,0.3,2.461539,0.269231,2.414634,0.506997,2.531658,0.714037,'class 1'
2,2.4,0.3,2.384615,0.25641,2.406504,0.456351,2.508543,0.712955,'class 1'
2,2.2,0.2,2.230769,0.192308,2.382114,0.48394,2.497488,0.700949,'class 1'
2,2.2,0.2,2.307692,0.230769,2.463415,0.594962,2.546734,0.730963,'class 1'
3,2.4,0.3,2.307692,0.397436,2.406504,0.521925,2.521608,0.706525,'class 1'
4,2.6,0.8,2.384615,0.423077,2.479675,0.628682,2.59196,0.758889,'class 1'
2,2.6,0.8,2.384615,0.423077,2.479675,0.661469,2.5799,0.734807,'class 1'
3,2.4,0.3,2.461539,0.435897,2.398374,0.471145,2.559799,0.713473,'class 1'
2,2.4,0.3,2.692308,0.730769,2.552845,0.642676,2.641206,0.831902,'class 1'
3,2.6,0.3,2.307692,0.230769,2.487805,0.546981,2.619096,0.827603,'class 1'
3,2.4,0.3,2.230769,0.358974,2.463415,0.529388,2.59598,0.810447,'class 1'
1,2,0.5,2.307692,0.397436,2.544715,0.495935,2.680402,0.88367,'class 1'
3,2.2,0.7,2.153846,0.307692,2.495935,0.43236,2.634171,0.811708,'class 1'
2,2.2,0.2,2.230769,0.358974,2.479675,0.415567,2.588945,0.755411,'class 1'
2,2.2,0.2,2.384615,0.423077,2.414634,0.37585,2.548744,0.686505,'class 1'
3,2.8,0.7,2.461539,0.435897,2.487805,0.383047,2.647236,0.771811,'class 1'
3,2.4,0.3,2.538461,0.435897,2.455285,0.381181,2.582915,0.710171,'class 1'
2,2.6,0.3,2.692308,0.564103,2.560976,0.461415,2.657286,0.770759,'class 1'
3,2.8,0.7,2.769231,0.525641,2.560976,0.412235,2.631156,0.738063,'class 1'
4,2.8,0.7,2.692308,0.397436,2.552845,0.396775,2.582915,0.696086,'class 1'
2,2.8,0.7,2.615385,0.423077,2.528455,0.349593,2.540704,0.651008,'class 1'
3,2.4,0.3,2.769231,0.358974,2.536585,0.447421,2.498492,0.574193,'class 1'
3,3,0,2.769231,0.192308,2.634146,0.479808,2.613065,0.738461,'class 1'
3,2.8,0.2,2.692308,0.397436,2.601626,0.503932,2.59196,0.696515,'class 1'
3,2.6,0.8,2.615385,0.589744,2.601626,0.536719,2.537688,0.594906,'class 1'
1,2.2,0.7,2.307692,0.564103,2.536585,0.480208,2.524623,0.569564,'class 1'
3,2.6,0.3,2.384615,0.423077,2.560976,0.510596,2.61407,0.693967,'class 1'
2,2.6,0.3,2.692308,0.397436,2.544715,0.479542,2.61809,0.686996,'class 1'
3,2.4,0.3,2.461539,0.269231,2.512195,0.465014,2.630151,0.774543,'class 1'
2,2.6,0.3,2.384615,0.25641,2.495935,0.399574,2.641206,0.896288,'class 1'
3,2.4,0.3,2.538461,0.269231,2.634146,0.479808,2.81809,1.376332,'class 1'
2,2.6,0.3,2.538461,0.269231,2.626016,0.498334,2.822111,1.387841,'class 1'
2,2.6,0.3,2.692308,0.397436,2.699187,0.654671,2.819095,1.409897,'class 1'
3,2.6,0.3,2.846154,0.641026,2.813008,0.661469,3.024121,1.989357,'class 1'
2,3.2,0.7,2.923077,0.576923,2.894309,0.800213,2.998995,1.970824,'class 1'
4,3,1,3.230769,0.525641,2.918699,1.075303,2.968844,1.843093,'class 1'
4,2.6,0.8,3.384615,1.089744,3.154472,1.410369,3.115578,2.164697,'class 1'
2,3.4,1.3,2.692308,0.897436,3.081301,1.026123,3.062312,1.941787,'class 1'
3,2.4,0.3,3.461539,1.435897,2.97561,0.761695,3.015075,1.785487,'class 1'
4,2.8,0.7,3.461539,1.269231,3.073171,0.904438,3.112563,1.856532,'class 1'
2,3.2,0.7,2.846154,0.641026,2.96748,0.88418,3.048241,1.665679,'class 1'
2,2,0,2,0.166667,2.04065,0.072104,2.097487,0.114229,'class 1'
2,2,0,1.923077,0.076923,2.065041,0.094096,2.097487,0.110205,'class 1'
2,2,0,2,0,2.073171,0.10116,2.095477,0.106569,'class 1'
2,2,0,2,0,2.073171,0.10116,2.088442,0.102834,'class 1'
2,2,0,2.076923,0.076923,2.081301,0.091697,2.085427,0.102353,'class 1'
2,2,0,2.076923,0.076923,2.097561,0.088764,2.087437,0.102005,'class 1'
2,2.2,0.2,2.076923,0.076923,2.113821,0.101693,2.083417,0.10068,'class 1'
3,2.2,0.2,2.153846,0.141026,2.105691,0.111689,2.079397,0.103348,'class 1'
2,2.4,0.3,2.307692,0.230769,2.105691,0.128082,2.080402,0.108217,'class 1'
2,2.2,0.2,2.307692,0.230769,2.113821,0.13448,2.084422,0.109566,'class 1'
3,2.4,0.3,2.153846,0.307692,2.105691,0.128082,2.086432,0.109222,'class 1'
2,2,0.5,2.076923,0.410256,2.097561,0.154338,2.086432,0.113246,'class 1'
2,1.8,0.2,1.923077,0.410256,2.081301,0.15727,2.087437,0.112065,'class 1'
2,2,0.5,1.923077,0.24359,2.065041,0.143276,2.087437,0.110053,'class 1'
1,1.8,0.2,2,0.166667,2.04878,0.128749,2.083417,0.106717,'class 1'
2,1.8,0.2,1.923077,0.076923,2.04878,0.128749,2.088442,0.112894,'class 1'
2,2,0,2,0.166667,2.03252,0.097294,2.086432,0.105198,'class 1'
2,2,0,2.153846,0.141026,2.04065,0.072104,2.087437,0.106029,'class 1'
2,2.2,0.2,2.076923,0.076923,2.04878,0.095962,2.082412,0.103865,'class 1'
3,2.2,0.2,2.076923,0.076923,2.04878,0.079568,2.084422,0.105542,'class 1'
2,2,0,2.153846,0.141026,2.056911,0.070505,2.079397,0.097312,'class 1'
2,2,0,2,0,2.056911,0.070505,2.079397,0.099324,'class 1'
2,2,0,2.076923,0.076923,2.056911,0.070505,2.075377,0.097934,'class 1'
2,2.2,0.2,2.153846,0.141026,2.065041,0.077702,2.076382,0.098788,'class 1'
2,2.2,0.2,2.153846,0.141026,2.089431,0.098494,2.086432,0.105198,'class 1'
2,2,0,2.076923,0.076923,2.081301,0.10809,2.086432,0.111234,'class 1'
2,2,0,2,0,2.073171,0.10116,2.091457,0.117382,'class 1'
2,2,0,2,0,2.056911,0.086899,2.102513,0.126302,'class 1'
2,2,0,2,0,2.089431,0.098494,2.101507,0.131537,'class 1'
2,2,0,2,0,2.089431,0.098494,2.100502,0.120674,'class 1'
2,2,0,2,0,2.089431,0.098494,2.105528,0.128692,'class 1'
2,2,0,2.076923,0.076923,2.089431,0.098494,2.109548,0.129838,'class 1'
2,2.4,0.8,2.230769,0.358974,2.089431,0.098494,2.115578,0.136528,'class 1'
2,2.4,0.8,2.230769,0.358974,2.097561,0.121551,2.125628,0.148186,'class 1'
2,2,0,2.153846,0.307692,2.081301,0.124484,2.140703,0.159257,'class 1'
2,2,0,2,0,2.105691,0.144476,2.154774,0.171192,'class 1'
2,2,0,1.923077,0.076923,2.073171,0.117553,2.159799,0.172628,'class 1'
1,1.8,0.2,2,0.166667,2.089431,0.131281,2.170854,0.184059,'class 1'
2,1.8,0.2,1.923077,0.076923,2.097561,0.137945,2.170854,0.186071,'class 1'
2,2,0,2,0,2.130081,0.163268,2.179899,0.197986,'class 1'
2,2,0,2.384615,0.423077,2.170732,0.191923,2.173869,0.192073,'class 1'
2,2,0,2.307692,0.397436,2.178862,0.197254,2.172864,0.189404,'class 1'
2,2.2,0.2,2.230769,0.358974,2.211382,0.217246,2.166834,0.18743,'class 1'
2,2,0,2.153846,0.307692,2.186992,0.218846,2.159799,0.180676,'class 1'
2,2,0,2.153846,0.307692,2.186992,0.235239,2.164824,0.182061,'class 1'
2,2,0,2,0,2.162602,0.186459,2.166834,0.183406,'class 1'
2,2,0,2.153846,0.141026,2.154472,0.164468,2.169849,0.183396,'class 1'
2,2,0,2.153846,0.141026,2.170732,0.142743,2.167839,0.176027,'class 1'
2,2.2,0.2,2.153846,0.141026,2.170732,0.142743,2.166834,0.175358,'class 1'
2,2,0,2.153846,0.141026,2.186992,0.153272,2.166834,0.161273,'class 1'
2,2,0,2.153846,0.141026,2.121951,0.107957,2.159799,0.170616,'class 1'
2,2,0,2.076923,0.076923,2.130081,0.130481,2.151759,0.161051,'class 1'
2,2,0,2.076923,0.076923,2.113821,0.13448,2.155779,0.167861,'class 1'
2,2.2,0.2,2.153846,0.141026,2.186992,0.202452,2.143718,0.159405,'class 1'
2,2.2,0.2,2.384615,0.423077,2.195122,0.207517,2.146734,0.157522,'class 1'
3,2.8,0.7,2.538461,0.435897,2.186992,0.202452,2.141709,0.149919,'class 1'
4,2.8,0.7,2.384615,0.423077,2.203252,0.212448,2.138694,0.145735,'class 1'
2,2.2,0.2,2.307692,0.397436,2.178862,0.180861,2.145729,0.158822,'class 1'
2,2,0,2.153846,0.141026,2.186992,0.218846,2.147739,0.160244,'class 1'
2,2,0,2.153846,0.141026,2.154472,0.180861,2.149749,0.161657,'class 1'
2,2.2,0.2,2.076923,0.076923,2.170732,0.159136,2.160804,0.171299,'class 1'
2,2,0,2.076923,0.076923,2.178862,0.180861,2.162814,0.164612,'class 1'
2,2,0,2.076923,0.076923,2.211382,0.217246,2.173869,0.177989,'class 1'
2,2,0,2.076923,0.076923,2.203252,0.212448,2.176884,0.187996,'class 1'
2,2,0,2.384615,0.423077,2.219512,0.221911,2.169849,0.181384,'class 1'
2,2.8,0.7,2.461539,0.435897,2.219512,0.221911,2.18392,0.196522,'class 1'
4,2.8,0.7,2.461539,0.435897,2.227642,0.226443,2.18995,0.200301,'class 1'
2,2.4,0.8,2.384615,0.423077,2.203252,0.196055,2.18794,0.20911,'class 1'
2,2.2,0.2,2.230769,0.192308,2.195122,0.191124,2.19598,0.210044,'class 1'
3,2.2,0.2,2.307692,0.230769,2.203252,0.212448,2.205025,0.219492,'class 1'
2,2.4,0.3,2.153846,0.141026,2.186992,0.202452,2.215075,0.227338,'class 1'
2,2,0,2.307692,0.397436,2.170732,0.208317,2.21407,0.224752,'class 1'
2,2.4,0.8,2.153846,0.307692,2.130081,0.179661,2.209045,0.22185,'class 1'
2,2,0,2.076923,0.410256,2.154472,0.246435,2.218091,0.229049,'class 1'
2,1.8,0.2,2,0.166667,2.154472,0.246435,2.21407,0.226764,'class 1'
2,2.2,0.2,2.076923,0.576923,2.203252,0.261629,2.215075,0.225326,'class 1'
3,2.4,1.3,2.307692,0.564103,2.154472,0.197254,2.219095,0.235651,'class 1'
123,117.599998,108.800003,120.153847,134.807693,119.195122,107.092766,120.140701,126.571732,'class 2'
117,116.599998,116.300003,117.615387,115.256409,118.471542,105.431564,120.052261,125.685394,'class 2'
130,125.400002,34.299999,119.07692,96.07692,118.178864,107.984138,119.596985,123.625145,'class 2'
127,115.800003,158.699997,117.769234,100.525642,119.032524,114.294014,120.479401,136.187454,'class 2'
115,124,50,116.384613,137.756409,118.707314,104.585762,119.711555,128.909668,'class 2'
129,111.199997,143.199997,118.769234,126.025642,119.634148,102.10276,119.406029,126.847046,'class 2'
105,120.599998,119.300003,117.46154,141.269226,120.560974,113.06797,119.070351,125.860237,'class 2'
132,122.400002,105.300003,122.07692,81.743591,121.796745,114.687859,118.908546,135.393036,'class 2'
126,124.400002,126.800003,121.53846,102.269234,121.853661,117.011192,118.73568,140.122223,'class 2'
114,122.800003,59.700001,127.769234,109.025642,122.365852,115.201118,118.656281,147.360611,'class 2'
129,127,124.5,121.692307,115.064102,122.609756,125.453018,118.30352,162.042587,'class 2'
117,121.400002,42.299999,123.615387,76.089745,122.495934,165.547119,117.224121,205.113708,'class 2'
128,122,53.5,121.53846,68.602562,122.235771,178.509537,114.818092,319.484985,'class 2'
129,127.199997,84.699997,123.46154,198.769226,122.699188,212.835007,112.338692,430.604492,'class 2'
130,125.599998,253.300003,123.307693,239.230774,121.853661,218.224304,109.931656,527.369568,'class 2'
118,121.400002,79.800003,122.53846,223.269226,117.585365,351.146332,107.121605,602.175354,'class 2'
131,120.400002,323.799988,118.846153,210.474365,110.406502,562.489136,104.670349,658.943542,'class 2'
119,117.400002,214.300003,109.153847,411.807678,103.422768,626.442749,102.716583,673.631897,'class 2'
93,95.800003,405.700012,95,541.333313,97.162605,536.661865,101.097488,672.888855,'class 2'
69,75.800003,105.199997,84.846153,407.141022,94.975609,503.286285,99.909546,667.048157,'class 2'
75,85.400002,201.300003,88,202.666672,94.439026,420.625336,99.295479,663.192261,'class 2'
105,98.800003,192.199997,99.92308,260.243591,95.674797,331.811401,99.293465,663.249817,'class 2'
102,111,112.5,108,180.333328,100.650406,274.45874,100.015076,643.876038,'class 2'
103,105.800003,47.200001,109.769234,79.025642,105.048782,152.833664,101.792961,610.878601,'class 2'
107,107,44.5,108.692307,87.064102,110.130081,124.753433,106.685425,493.324493,'class 2'
115,107.800003,31.700001,108.92308,52.743591,112.886177,144.462341,109.069344,408.949921,'class 2'
103,110,27.5,110.615387,40.756409,115.89431,144.914963,110.842209,323.428802,'class 2'
125,122.599998,115.800003,118.615387,146.92308,118.227646,126.390381,111.666328,255.92276,'class 2'
124,122.599998,37.799999,120.53846,67.435898,116.902435,156.826462,111.549751,234.008331,'class 2'
112,119.199997,47.700001,120.692307,70.397438,113.731705,213.935623,111.918594,219.825363,'class 2'
112,112,38,110,255.5,109.308945,215.198853,112.498489,212.459503,'class 2'
102,94.800003,235.199997,100.230766,172.858978,105.146339,194.191528,113.058289,212.264206,'class 2'
72,92.599998,190.800003,94.46154,131.435898,103.227646,178.472351,113.34774,212.691833,'class 2'
108,95.400002,188.300003,97.153847,128.807693,104.016258,209.229248,113.534676,215.526718,'class 2'
97,102.599998,91.300003,103.769234,193.692307,106.178864,242.639877,114.079399,212.680817,'class 2'
106,108.599998,153.300003,112.92308,227.07692,111.715446,245.303619,114.758797,212.491058,'class 2'
140,125.199997,135.699997,119.307693,214.064102,117.292686,224.733307,115.896484,213.515427,'class 2'
133,133.199997,36.700001,127.615387,79.089745,121.21138,143.577896,116.321609,199.071518,'class 2'
132,128.199997,41.700001,132.230774,63.192307,123.504066,115.711052,116.801003,185.912079,'class 2'
130,136.800003,43.700001,130.92308,76.743591,125.056908,85.627884,117.324623,172.63797,'class 2'
121,135.600006,167.800003,131.07692,75.910255,122.926826,87.970009,118.331657,142.423096,'class 2'
139,128.399994,43.299999,127,151.166672,121.186989,105.710648,118.262314,151.368744,'class 2'
128,123.400002,155.300003,119.153847,130.974365,118.495934,117.760231,117.671356,154.488464,'class 2'
117,112,113.5,114.307693,141.89743,116.292686,121.45462,116.995979,159.989929,'class 2'
104,107.199997,44.200001,110.230766,62.858974,115.121948,105.812874,116.451256,170.45311,'class 2'
99,107.800003,45.700001,106.846153,58.474358,115.243904,100.84166,116.685425,192.863724,'class 2'
118,113.400002,65.300003,112.846153,43.307693,114.390244,89.928429,117.803017,333.176453,'class 2'
125,118,46.5,114.53846,54.76923,115.699188,98.671066,118.835175,393.043243,'class 2'
119,112.199997,21.200001,112.153847,89.307693,116.861786,233.087296,121.345726,469.043335,'class 2'
109,107.599998,151.800003,111.07692,114.07692,117.544716,284.872986,122.831154,492.377899,'class 2'
128,126.599998,368.799988,125.07692,725.910278,127.439026,678.395813,128.619095,627.276306,'class 2'
123,124.199997,457.200012,124.769234,505.358978,127,722.147522,130.796982,725.031189,'class 2'
104,120.199997,468.700012,124.07692,577.076904,127.609756,678.223511,133.011063,860.363037,'class 2'
108,116.400002,32.299999,123.153847,399.307678,132.943085,807.939331,138.754776,1154.126953,'class 2'
120,128.800003,533.700012,134.846161,667.141052,140.495941,1188.809448,142.0392,1319.818359,'class 2'
181,181.800003,858.200012,182,1523.333374,164.861786,1699.595459,147.24321,1375.769775,'class 2'
222,215,395.5,204.230774,924.858948,179.333328,1542.273193,147.729645,1369.941895,'class 2'
250,229.199997,192.699997,223.461533,185.935898,201.105698,660.308411,147.786942,1434.035034,'class 2'
216,230,208,224.307693,155.39743,200.333328,851.338806,147.851257,1461.641846,'class 2'
240,220,177.5,215.461533,476.435883,190.195129,1548.830444,147.89447,1484.589478,'class 2'
161,162.399994,1036.800049,161.846161,1758.640991,161.918701,2005.206421,146.146729,1555.684692,'class 2'
169,162.600006,709.299988,163.461533,1313.769287,164.601624,1856.356445,145.779892,1677.107422,'class 2'
145,148.199997,254.199997,142.615387,234.42308,136.560974,580.182739,134.436188,1460.952393,'class 2'
144,145.800003,62.700001,144.07692,224.743591,133.552841,394.068909,129.340698,1228.796265,'class 2'
148,144.600006,123.800003,140.846161,223.141022,130.682922,477.841278,124.670349,962.231262,'class 2'
144,137.600006,146.300003,129.538467,370.269226,126.284554,544.336426,121.114571,731.057312,'class 2'
123,118.400002,295.299988,119.230766,383.192322,118.926826,558.183105,118.533669,575.164612,'class 2'
106,104.400002,84.800003,109.307693,312.39743,116.390244,576.682556,118.579903,523.883728,'class 2'
94,95.800003,40.700001,99.53846,62.935898,110.146339,387.437439,118.376884,511.273315,'class 2'
89,95.599998,49.799999,96.07692,37.076923,105.121948,247.239105,117.883415,497.233887,'class 2'
107,94.400002,60.799999,97.46154,103.935898,103.585365,183.490601,116.91256,466.271027,'class 2'
95,101.199997,36.700001,100.769234,116.192307,105.349594,224.147278,115.905525,429.91864,'class 2'
100,101.400002,61.299999,105,227.166672,108.243904,255.79248,115.04422,405.036285,'class 2'
109,109.599998,225.800003,107.846153,157.141022,110.869919,280.90097,114.24221,386.075073,'class 2'
107,110,6,110.615387,91.92308,112.804878,256.338654,113.549751,373.324219,'class 2'
109,107.800003,1.7,108.615387,33.756409,112.78862,253.200851,113.353767,353.693634,'class 2'
106,106.400002,43.299999,111.53846,120.769234,111.235771,209.820999,113.664322,348.341949,'class 2'
99,107.800003,134.699997,107.07692,69.910255,108.162605,177.153671,114.009048,328.729309,'class 2'
97,102.199997,51.700001,104.153847,106.807693,105.715446,130.303619,114.759796,331.17865,'class 2'
84,106.199997,168.199997,105.692307,122.230766,105.178864,123.066109,115.658295,347.424377,'class 2'
114,110,31.5,104.846153,191.974365,108.813011,171.628677,116.459297,377.856232,'class 2'
102,110.800003,253.199997,112.384613,106.756409,111.252029,179.140884,116.188942,385.642334,'class 2'
126,114.800003,97.199997,110.92308,107.07692,114.016258,182.737442,116.2593,394.031281,'class 2'
108,114.199997,79.199997,114.615387,77.756409,115.699188,190.654678,117.314575,407.505585,'class 2'
110,111.800003,39.700001,111.769234,79.192307,115.398376,221.667862,117.922615,403.88031,'class 2'
100,104.599998,52.299999,107,87,112.747971,189.894974,117.947739,382.54657,'class 2'
115,108.400002,93.300003,106.153847,54.141026,113.21138,171.430359,117.306534,366.995483,'class 2'
109,110.199997,138.699997,113.384613,140.256409,116.056908,146.250839,114.538696,345.787994,'class 2'
134,120.599998,127.300003,121.846153,193.474365,118.365852,160.840469,113.209045,320.787231,'class 2'
121,132.800003,72.699997,124.384613,153.756409,117.731705,195.197922,111.581909,306.148956,'class 2'
144,125.400002,138.300003,122.230766,137.025635,115.886177,234.708252,109.940704,296.132294,'class 2'
112,117,259,111.846153,266.307678,111.032524,265.834991,108.981911,287.601288,'class 2'
95,103.400002,114.300003,106.384613,188.756409,108.617889,294.615082,108.634171,290.556183,'class 2'
92,94.400002,167.300003,99.769234,132.192307,104.195122,236.764893,107.448242,275.611755,'class 2'
84,95.599998,112.300003,95.615387,167.589737,100.430893,170.558716,106.300499,254.053467,'class 2'
112,97.400002,152.800003,97.230766,80.692307,98.276421,124.709846,104.532661,224.718002,'class 2'
102,103,30,100.07692,61.410255,99.024391,121.942024,102.54673,192.384888,'class 2'
102,102.800003,3.7,104,73.833336,101.707314,129.093964,100.598991,174.037216,'class 2'
128,113.800003,87.199997,108.615387,93.089745,104.886177,92.445953,97.692459,164.704117,'class 2'
97,109.199997,64.199997,110.230766,89.358971,104.495934,117.186462,95.507538,181.447372,'class 2'
112,105.599998,60.299999,97.307693,180.564102,95.341461,284.751312,94.994972,235.45369,'class 2'
70,72.199997,191.199997,78.53846,257.269226,88.487808,233.104355,95.91256,301.089935,'class 2'
68,71.400002,171.800003,76.07692,232.743591,86.268295,236.247101,93.486435,289.618286,'class 2'
61,72,206.5,78.384613,227.92308,83.479675,207.268021,94.194977,341.21347,'class 2'
107,94.800003,80.199997,81.46154,198.435898,85.056908,269.250824,96.084419,483.045166,'class 2'
82,80.400002,250.300003,89.07692,183.743591,89.626015,317.367188,97.699501,559.872375,'class 2'
75,90.199997,210.699997,93.53846,361.60257,95.666664,408.961761,99.954773,641.002991,'class 2'
107,116.199997,153.699997,114.153847,412.641022,105.756096,645.808899,105.663315,762.360352,'class 2'
95,101.400002,383.299988,100.53846,525.269226,103.869919,588.802612,105.815079,747.919495,'class 2'
98,104,128.5,108.46154,323.60257,112.487808,538.350281,111.737686,735.056885,'class 2'
102,110.599998,110.800003,116.153847,185.641022,116.593498,431.653076,114.34774,708.808533,'class 2'
112,116.599998,89.800003,119,172.333328,119.723579,341.234436,116.450249,659.179382,'class 2'
124,116.400002,27.299999,120.07692,85.743591,121.601624,240.110489,117.877388,598.218323,'class 2'
117,122.199997,69.199997,119.46154,81.269234,120.666664,232.896179,118.807037,538.499939,'class 2'
116,116,81.5,116.769234,152.025635,119.292686,216.20871,119.649246,455.582092,'class 2'
99,99.199997,84.199997,108.230766,194.692307,114.577232,164.344391,120.36985,308.414368,'class 2'
115,111.199997,129.199997,113.846153,127.807693,113.268295,123.148743,118.205025,230.720505,'class 2'
107,112.599998,39.299999,111.53846,69.102562,114.260162,120.849792,116.930656,218.004242,'class 2'
107,110,38,113.769234,39.858974,116.268295,103.607758,115.485428,205.598129,'class 2'
108,112.599998,43.299999,116.307693,71.230766,117.536583,79.890045,114.835175,201.11969,'class 2'
116,118,41.5,117.53846,68.435898,117.032524,116.048111,115.169846,293.877563,'class 2'
126,122,89.5,120.153847,65.141029,114.406502,192.702255,118.050255,470.144348,'class 2'
109,117.199997,69.699997,113.307693,296.89743,110.975609,251.155136,122.424118,705.051331,'class 2'
110,97.599998,250.300003,104.153847,278.474365,111,359.065582,127.628143,967.348511,'class 2'
77,93.400002,291.299988,98.92308,477.243591,116.455284,820.905762,133.109543,1202.117798,'class 2'
113,109,885.5,114.384613,1178.25647,126.357727,1451.657837,138.226135,1341.929688,'class 2'
156,146.800003,1137.699951,141.153839,1648.974365,140.154465,1982.525146,142.021103,1383.988525,'class 2'
191,194.600006,456.299988,186.769226,430.858978,172.650406,1536.934204,146.86734,1377.863647,'class 2'
232,207,241,200.538467,317.60257,178.691055,1522.707031,146.024124,1420.474243,'class 2'
210,213.399994,281.299988,204.307693,284.230774,189.658539,804.800476,147.234177,1402.040649,'class 2'
221,209.600006,272.799988,206.846161,267.141022,188.886185,845.331177,147.473373,1402.501099,'class 2'
217,204.399994,288.299988,194.846161,716.641052,178.723572,1391.365601,147.077393,1398.709351,'class 2'
178,181,1395,172.846161,1506.474365,164.674789,1734.237671,145.622116,1398.579346,'class 2'
120,134,742,146.615387,1368.423096,148.747971,1666.698242,143.052261,1412.021362,'class 2'
120,110.800003,93.699997,120.53846,712.435913,132.666672,1222.519165,137.324631,1483.483032,'class 2'
97,111.400002,84.300003,111.769234,67.858971,119.577232,562.082092,133.069351,1356.265869,'class 2'
117,109.800003,139.699997,110.307693,73.730766,111.325203,212.188461,129.620102,1179.952148,'class 2'
108,111.800003,32.700001,110.153847,79.974358,109.414635,143.228302,127.451256,1044.263916,'class 2'
108,110.400002,51.299999,109.615387,94.089745,110.520325,145.300812,126.905525,995.653015,'class 2'
119,112.800003,88.699997,112,63.166668,112.341461,144.997208,127.409042,1045.497559,'class 2'
126,118.599998,20.299999,117.53846,67.935898,114.886177,167.314804,129.886429,1241.831177,'class 2'
117,123.800003,49.200001,119.692307,45.397434,119.463417,219.676926,133.508545,1483.612305,'class 2'
116,118.199997,29.700001,123.769234,52.525642,125.560974,318.936829,137.528641,1676.474731,'class 2'
122,122.800003,71.699997,125.384613,152.92308,131.276428,419.95575,140.793976,1799.336792,'class 2'
117,113.800003,57.700001,113.384613,38.589745,121.146339,108.421028,125.141708,138.3974,'class 2'
113,111.599998,14.8,114.153847,50.974358,121.089432,107.868988,125.588943,131.548172,'class 2'
107,110.800003,81.199997,115.53846,174.769226,121.756096,105.874451,124.319595,125.443024,'class 2'
125,123.800003,347.700012,122.692307,273.064117,124.032524,127.589096,123.694473,129.272751,'class 2'
153,132.199997,190.699997,127.153847,195.141022,125.024391,120.335464,123.401009,129.459763,'class 2'
136,133.800003,229.699997,132.07692,147.07692,125.414635,121.851257,123.611053,130.433075,'class 2'
126,134.399994,38.299999,131.07692,149.410263,126.195122,124.699318,124.049248,138.396973,'class 2'
143,128.600006,83.300003,127.307693,128.230774,125.804878,123.666534,124.858292,148.906464,'class 2'
119,119.599998,186.300003,122.230766,169.192307,125.073174,120.101158,125.558792,146.898697,'class 2'
110,119.199997,181.199997,121.92308,163.243591,124.813011,108.809013,126.295479,151.282822,'class 2'
137,125,211.5,121.846153,120.307693,125.268295,129.935623,126.801003,148.996582,'class 2'
143,131.199997,87.699997,126.92308,117.410255,125.276421,142.74263,127.355782,149.11676,'class 2'
124,135.199997,64.699997,133,194.833328,125.585365,134.40863,127.606033,154.214859,'class 2'
143,135.399994,469.299988,132.153839,291.141022,126.983742,146.966949,128.075378,156.421875,'class 2'
138,129.199997,350.700012,128.615387,318.923065,128.650406,143.901367,128.519592,162.489304,'class 2'
110,125.199997,130.699997,130.769226,196.525635,130.154465,139.230042,129.142715,164.217041,'class 2'
132,131.199997,282.700012,131.92308,143.57692,130.967484,142.39238,129.4814,157.141251,'class 2'
157,141.199997,117.699997,134.769226,134.358978,132.430893,128.919373,130.02713,158.797043,'class 2'
134,138.600006,137.800003,138.307693,113.564102,134.430893,109.624283,130.444214,158.080139,'class 2'
134,135,121,139.92308,137.57692,136.219513,110.205521,130.615082,163.601181,'class 2'
120,134.399994,86.800003,138.230774,95.692307,136.975616,106.778091,130.137695,184.953857,'class 2'
146,135.600006,182.300003,137.538467,82.435898,136.341461,123.980804,129.953766,193.848969,'class 2'
123,138,117.5,138.307693,129.230774,135.178864,136.459549,130.39296,200.325302,'class 2'
130,133.199997,171.699997,136.230774,102.358971,132.333328,211.928955,131.09346,213.340347,'class 2'
